Id,Categoria de Informação,Classe maior,Sub-classe maior,Classe menor,Nomenclatura Greencloud,Nomenclatura PEDEA,INDE,Fonte,Coluna atributo,Módulos de gráficos,Chave Rótulo,Link Drive (SHP),Link Drive (KML)
218,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_praias_por_municipio_2021_lin,Linhas limite localização praias (SEMA_2021),Faltando,SEMA,municipio,Sim,,https://drive.google.com/drive/folders/1YxizMojhKkfFhkVM3y9XO6vFWmNYWsbA?usp=share_link,https://drive.google.com/drive/folders/12NfLefqebprXgGqaroke2o4s7Z4YcoYR?usp=share_link
219,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_praias_por_municipio_2021_pto,Pontos de localização praias (SEMA_2021),Faltando,SEMA,municipio,,,https://drive.google.com/drive/folders/1QI53orIm6OReqAm3Zot6lTib6jP40swz?usp=share_link,https://drive.google.com/drive/folders/1aehxWK7MY2W07ZpK0rePl1ZyAHpXZkr9?usp=share_link
220,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_projeto_orla_cascavel_2020_pol,Trechos/Zonas da orla marítima de Cascavel (SEMA_2020),Faltando,SEMA,trecho,Sim,,https://drive.google.com/drive/folders/1kdhpH8KAxPNkdMVCyC7LtMrSrdLbiz3a?usp=share_link,https://drive.google.com/drive/folders/1hq5DzAXLqmC9WCamOMctXHBqyJvNW-Q_?usp=share_link
221,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_projeto_orla_caucaia_2018_pol,Trechos/Zonas da orla marítima de Caucaia (IMAC_2018),,IMAC,trecho,Sim,,https://drive.google.com/drive/folders/1gcTmwibc3aiv14YXeh556xk5GZTweLEQ?usp=share_link,https://drive.google.com/drive/folders/15izeqm2U55wNymWXzoAB7xVHUvEXbkQ-?usp=share_link
222,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_projeto_orla_itapipoca_2020_pol,Unidades da orla marítima de Itapipoca (IMMI_2020),,IMMI,unidade,Sim,,https://drive.google.com/drive/folders/1KuF_Pk77ZwQ-9LQTmXi4_UkKAjQ7xDZV?usp=share_link,https://drive.google.com/drive/folders/1Wnyx0C2QcNADQ_grUGHsHbspiJ8_ihZX?usp=share_link
223,Instrumentos e Projetos Territoriais,"Outros Programas, Projetos e Planos Institucionais",Projeto Orla,,1206_CE_projeto_orla_itapipoca_trecho_2020_pol,Trechos/Zonas da orla marítima de Itapipoca (IMMI_2020),,IMMI,trecho,Sim,,https://drive.google.com/drive/folders/1iXSUK7tmZVyFNMcdMepvmrJiIGw5Vaqh?usp=share_link,https://drive.google.com/drive/folders/1FmRQukc5q3FBmtAFGq8HZ4h-0s0eQsmM?usp=share_link
224,Instrumentos e Projetos Territoriais,Plano de Manejo,MN Monólitos Quixada,,1205_CE_zona_amortecimento_uc_quixada_2022_pol,Zona de amortecimento  (SEMA_2022),Faltando,SEMA,Simbologia não categorizada por atributo,,,,
225,Instrumentos e Projetos Territoriais,Plano de Manejo,MN Monólitos Quixada,,1205_CE_zoneamento_uc_quixada_2022_pol,Zoneamento da UC (SEMA_2022),Faltando,SEMA,tipo_zona,,,,
226,Instrumentos e Projetos Territoriais,Plano de Manejo,MN Falésias de Beberibe,,1205_CE_zoneamento_uc_falesias_beberibe_2019_pol,Zoneamento da UC (SEMA_2019),Faltando,SEMA,zon_manejo,,,,
227,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_areas_prioritarias_inclusao_uc_pecoco_2020_pol,Areas prioritarias inclusão (SEMA_2020),Faltando,SEMA,nome_area,Sim,,https://drive.google.com/drive/folders/107XAHUp1MKPIWRqbnSXtrAKvjVeyvQIo?usp=share_link,https://drive.google.com/drive/folders/1qygg5ktwI3q0icIbEwius7s_7a6J97Er?usp=share_link
228,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_drenagem_uc_pecoco_2020_lin,Drenagem bacia(SEMA_2020),Sim,SEMA,tip_drenag,Sim,,https://drive.google.com/drive/folders/1LIyi5qi2pVekpJeyiU32rMsXO50EleeZ?usp=share_link,https://drive.google.com/drive/folders/1X9B8yXei4jmD2s-fVBQok77pt8bL3pIR?usp=share_link
229,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_edificacoes_uc_pecoco_2020_pto,Edificações (SEMA_2020),Sim,SEMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1DZDFCqp4T-YLxPFuxtB5f5bdQUX3-3yk?usp=share_link,https://drive.google.com/drive/folders/1feajH0kVALnZI3S7vIEysqvpIHCeZa6V?usp=share_link
230,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_infraestruturas_uc_pecoco_2020_pol,Infraestruturas da UC (SEMA_2020),Sim,SEMA,nome_infra,Sim,,https://drive.google.com/drive/folders/1Vk-s2Fx2RCsM3Nz5ma75yXKqBV3yRFrJ?usp=share_link,https://drive.google.com/drive/folders/1kjOdszh78Xc1fHLfGT21uBJXsHJWCgIo?usp=share_link
231,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_massas_dagua_uc_pecoco_2020_pol,Massas dagua (SEMA_2020),Sim,SEMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1AWeA3CBEs9fsOkYBHw7GCS-2SzNDQwjd?usp=share_link,https://drive.google.com/drive/folders/1WmXJ74bN9Fdl6vngxebfTYruQ9FTu1wK?usp=share_link
232,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_monitor_quali_agua_uc_pecoco_2020_pto,Monitor qualidade agua (SEMA_2020),Sim,SEMA,nome_local,,,https://drive.google.com/drive/folders/1bCO6XIax1TE-m7h7kpJFVzXSVWy-Z3Hj?usp=share_link,https://drive.google.com/drive/folders/1k8ca0X2knIIgzXSP9qw3V9aM7BokIAi0?usp=share_link
233,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_uso_solo_uc_pecoco_2020_pol,Uso e Ocupação do Solo(SEMA_2020),Sim,SEMA,classe,Sim,,https://drive.google.com/drive/folders/1HGZTt513Em-rhu3gyKF-VXujaa1oAlb_?usp=share_link,https://drive.google.com/drive/folders/1Re8VfrbkLOabr-lRShKhNVrNOBPuHH6e?usp=share_link
234,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_zona_amortecimento_uc_pecoco_2020_pol,Zona de amortecimento (SEMA_2020),Sim,SEMA,nome_zonas,,,https://drive.google.com/drive/folders/1g_CUGKfQ-oTZdO00VeEeTPq9QmwBsQbz?usp=share_link,https://drive.google.com/drive/folders/1tDlZfpkonNvRFMEwf9ffcbYKlJQfnPEU?usp=share_link
235,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_zoneamento_aquatico_uc_pecoco_2020_pol,Zoneamento da UC - aquático (SEMA_2020),Sim,SEMA,zon_manejo,Sim,,https://drive.google.com/drive/folders/1KWFuMNPzw_mj60BXeIMsP8OC_wuEeyeD?usp=share_link,https://drive.google.com/drive/folders/1H8352J4CaakpEu5_Bjh2VcfVKF8xh0l2?usp=share_link
236,Instrumentos e Projetos Territoriais,Plano de Manejo,PE do Cocó,,1205_CE_zoneamento_terrestre_uc_pecoco_2020_pol,Zoneamento da UC - terrestre (SEMA_2020),Sim,SEMA,zon_manejo,Sim,,https://drive.google.com/drive/folders/1sy9eVX3Zoymwr6G0BltcWyOTEkAr_fkI?usp=share_link,https://drive.google.com/drive/folders/1kLAHysVVsufcNT0Y18KHdVplvHd99O05?usp=share_link
237,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Cânion do Rio Poti,,1205_CE_zoneamento_uc_canion_poti_2023_pol,Zoneamento da UC - terrestre (SEMA_2023),Faltando,SEMA,zon_manejo,Sim,,,
238,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Botânico,,1205_CE_zoneamento_uc_parque_botanico_2021_pol,Zoneamento da UC - terrestre (SEMA_2021),Faltando,SEMA,zon_manejo,Sim,,,
239,Instrumentos e Projetos Territoriais,Plano de Manejo,PE Sítio Fundão,,1205_CE_zoneamento_uc_sitio_fundao_2019_pol,Zoneamento da UC - terrestre (SEMA_2019),Faltando,SEMA,zon_manejo,Sim,,,
240,Instrumentos e Projetos Territoriais,Plano de Manejo,PEM da Pedra da Risca do Meio,,1205_CE_areas_prioritarias_uc_PEMPRIM_2019_pol,Áreas Prioritarias Manejo (SEMA_2019),Sim,SEMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1Me3VzTirl45KYwm1PsP4QJJgAb4Bnd3M?usp=share_link,https://drive.google.com/drive/folders/1WqwjN7t9VGq_hGfres5SaBJGUzUUl5Ju?usp=share_link
241,Instrumentos e Projetos Territoriais,Plano de Manejo,PEM da Pedra da Risca do Meio,,1205_CE_curvas_batimetricas_uc_PEMPRIM_2019_lin,Curvas batimétricas (SEMA_2019),Sim,SEMA,cota,,,https://drive.google.com/drive/folders/1tllAKl2qi_imvdxT_h20zzZn8vw6JrMq?usp=share_link,https://drive.google.com/drive/folders/1FD7PCrux8VFNZ016XvZemRyvTL2Xoq76?usp=share_link
242,Instrumentos e Projetos Territoriais,Plano de Manejo,PEM da Pedra da Risca do Meio,,1205_CE_morfologia_fundo_uc_PEMPRIM_2019_pol,Morfologia de fundo (SEMA_2019),Sim,SEMA,nome,Sim,,https://drive.google.com/drive/folders/1m4JiLhq-ZVVQDLZ5sTq_KH8lcIFh2BsH?usp=share_link,https://drive.google.com/drive/folders/1bR5b5nT0S0-vqCy7qAqeJ463H9D4qx0T?usp=share_link
243,Instrumentos e Projetos Territoriais,Plano de Manejo,PEM da Pedra da Risca do Meio,,1205_CE_pontos_mergulho_uc_PEMPRIM_2019_pto,Pontos de Mergulho (SEMA_2019),Sim,SEMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1fzaqC_MRds0Tano6C3KNvOjTxS7cpoj2?usp=share_link,https://drive.google.com/drive/folders/1lvAHPlrCW6h7W6cW376Wj5hUHUY39UZC?usp=share_link
244,Instrumentos e Projetos Territoriais,Plano de Manejo,PEM da Pedra da Risca do Meio,,1205_CE_subs_rochoso_uc_PEMPRIM_2019_pol,Substrato rochoso (SEMA_2019),Sim,SEMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1kRPtpGCryAqq9kDKzkHwrPbeEXMGiFxg?usp=share_link,https://drive.google.com/drive/folders/12TLbJTyrJyNXy2agaFnIbLGxRPtGYZ2g?usp=share_link
245,Instrumentos e Projetos Territoriais,Plano de Manejo,Estação Ecológica do Pecém,,1205_CE_zoneamento_uc_estacao_pecem_2019_pol,Estação Ecológica do Pecém (SEMA_2019),Faltando,SEMA,zon_manejo,Sim,,,
246,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Rio Pacoti,,1205_CE_zoneamento_uc_pacoti_2022_pol,Zoneamento da UC (SEMA_2022),Sim,SEMA,zon_manejo,Sim,,,
247,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Lagamar do Cauípe,,1205_CE_zoneamento_uc_cauipe_2023_pol,Zoneamento da UC (SEMA_2023),Faltando,SEMA,zon_manejo,Sim,,,
248,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas da Lagoinha,,1205_CE_zoneamento_uc_dunas_lagoinha_2022_pol,Zoneamento da UC (SEMA_2022),Faltando,SEMA,zon_manejo,Sim,,,
249,Instrumentos e Projetos Territoriais,Plano de Manejo,APA das Dunas de Paracuru,,1205_CE_zoneamento_uc_dunas_paracuru_2022_pol,Zoneamento da UC (SEMA_2022),Faltando,SEMA,zon_manejo,Sim,,,
250,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Curu,,1205_CE_zoneamento_uc_estuario_curu_2022_pol,Zoneamento da UC (SEMA_2022),Faltando,SEMA,zon_manejo,Sim,,,
251,Instrumentos e Projetos Territoriais,Plano de Manejo,APA do Estuário do Rio Mundaú,,1205_CE_zoneamento_uc_estuario_mundau_2022_pol,Zoneamento da UC (SEMA_2022),Faltando,SEMA,zon_manejo,Sim,,,
252,Instrumentos e Projetos Territoriais,Plano de Manejo,APA da LAGOA de JIJOCA,,1205_CE_zoneamento_uc_lagoa_jijoca_2019_pol,Zoneamento da UC (SEMA_2019),Faltando,SEMA,zon_manejo,Sim,,,
253,Instrumentos e Projetos Territoriais,Plano de Manejo,APA Rio Ceará,,1205_CE_zoneamento_uc_rio_ceara_2022_pol,Zoneamento da UC (SEMA_2022),Faltando,SEMA,zon_manejo,Sim,,,
254,Instrumentos e Projetos Territoriais,Plano de Manejo,APA da Serra de Baturité,,1205_CE_zoneamento_uc_serra_baturite_2024_pol,Zoneamento da UC (SEMA_2024),Faltando,SEMA,zon_manejo,Sim,,,
255,Instrumentos e Projetos Territoriais,Plano de Manejo,APA da Lagoa do Uruaú,,1205_CE_zoneamento_uc_uruau_2022_pol,Zoneamento da UC (SEMA_2022),Faltando,SEMA,zon_manejo,Sim,,,
256,Instrumentos e Projetos Territoriais,Plano de Manejo,RE Periquito Cara Suja,,1205_CE_zoneamento_uc_periquito_cara_suja_2024_pol,Zoneamento da UC (SEMA_2024),Faltando,SEMA,zon_manejo,Sim,,,
257,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Area Planicie Litoranea,1201_CE_areatotal_planice_litoranea_2021_pol,Área Planicie Litoranea (SEMA_2021),Sim,SEMA,Simbologia não categorizada por atributo,,,,
258,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Áreas Urbanas,1201_CE_zeec_areas_urbanas_2022_pol,Áreas Urbanas (MUNICÍPIOS_2022),,MUNICÍPIOS,Simbologia não categorizada por atributo,Sim,,,
259,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Cartografia Social,1201_CE_ativ_econom_2021_pto,Atividades Economicas Pontos (SEMA_2021),Sim,SEMA,nome,,,https://drive.google.com/drive/folders/1BU-77uf09srF0mLgCojr-Ce-oLAsarAt?usp=share_link,https://drive.google.com/drive/folders/1bx_AhCGKwE2Y79BcpDYV_HWpekiAs0Jf?usp=share_link
260,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Cartografia Social,1201_CE_territorialidades_zeec_2021_pol,Territorialidades Poligonos (SEMA_2021),Sim,SEMA,nome,Sim,,https://drive.google.com/drive/folders/1LycH8rFvVz6La1bjaraW2m3N1uv52nRL?usp=share_link,https://drive.google.com/drive/folders/1ka17ctAmABgoJyIteaKOKHy8bVysJCeE?usp=share_link
261,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Cartografia Social,1201_CE_territorialidades_zeec_2021_pto,Territorialidades Pontos (SEMA_2021),Sim,SEMA,nome,,,https://drive.google.com/drive/folders/1hi1y0piWqDaIN0bZg2IwTxuhVUhnmv7W?usp=share_link,https://drive.google.com/drive/folders/14gL8xh3d0w0-Jjl1B_EopBIwNfmC6zEf?usp=share_link
262,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_diagnostico_biotico_2019_pol,Biótico (SEMA_2019),Sim,SEMA,especie,Sim,,https://drive.google.com/drive/folders/1nZ5_4P3vtlkm6f6W9bq31r1z4q3ToVSr?usp=share_link,
263,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_diag_dominio_natural_2019_pol,Geoambiental Domínio Natural (SEMA_2019),Sim,SEMA,dominio_nt,Sim,,https://drive.google.com/drive/folders/1HC4NkXCqqpFWzhOPGB0h-Kjd3IlXrcHE?usp=share_link,
264,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_zeec_diagnostico_p_litora_2021_lin,Geoambiental Planície Litorânea - linha (SEMA_2022),Sim,SEMA,setor_ambi,Sim,,https://drive.google.com/drive/folders/1jz-_N3mB37mo_KH-4Uiy8gjK8zlDI1qL?usp=share_link,
265,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_diag_tabuleiro_2021_lin,Geoambiental Tabuleiros e Sistemas Interiores - linha (SEMA_2022),Sim,SEMA,setor_ambi,Sim,,https://drive.google.com/drive/folders/1MGOvL7UtMPx2t-0OPeIAVd8KHZBFJY9u?usp=share_link,
266,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_zeec_uso_ocupacao_2021_pol,Uso e Ocupação (SEMA_2021),Sim,SEMA,uso_ocup,Sim,,https://drive.google.com/drive/folders/1Cj-OZtqP6BFtrbUkqeDhrQJltDoZ0E0_?usp=share_link,
267,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_zeec_geoambiental_tabuleiro_sistemas_in_2021_pol,Geoambiental Tabuleiros e Sistemas Interiores - polígono (SEMA_2022),Sim,SEMA,setor_ambi,Sim,,,
268,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Diagnóstico ,1201_CE_zeec_diagnostico_p_litora_2021_pol,Geoambiental Planície Litorânea - polígono (SEMA_2022),Sim,SEMA,setor_ambi,Sim,,,
269,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Municípios Costeiros,1201_CE_limites_setor1_2019_pol,Limites Setor I (IPECE_2019),,IPECE,Simbologia não categorizada por atributo,Sim,,,
270,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Municípios Costeiros,1201_CE_limites_setor2_2019_pol,Limites Setor II (IPECE_2019),,IPECE,Simbologia não categorizada por atributo,Sim,,,
271,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Municípios Costeiros,1201_CE_limites_setor3_2019_pol,Limites Setor III (IPECE_2019),,IPECE,Simbologia não categorizada por atributo,Sim,,,
272,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Municípios Costeiros,1201_CE_limites_setor4_2019_pol,Limites Setor IV (IPECE_2019),,IPECE,Simbologia não categorizada por atributo,Sim,,,
273,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Zoneamento,1201_CE_zeec_zoneamento_p_litora_2021_lin,ZEEC Planície Litorânea - linha (SEMA_2022),Sim,SEMA,setor_ambi,Sim,,https://drive.google.com/drive/folders/1DoM2hyzJy6ir2rBW82xhVbnl47RbxZt3?usp=share_link,
274,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Zoneamento,1201_CE_zeec_zoneamento_p_litora_2021_pol ,ZEEC Planície Litorânea - polígono (SEMA_2022),Sim,SEMA,sub_zonas,Sim,,https://drive.google.com/drive/folders/1_b8fc0X4Lptvg6ACxEQoyVB2edrxxZrl?usp=share_link,
275,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Zoneamento,1201_CE_zeec_tabuleiro_sistemas_interiores_2021_lin,ZEEC Tabuleiros e Sistemas Interiores - linha (SEMA_2022),Sim,SEMA,setor_ambi,Sim,,https://drive.google.com/drive/folders/1T5WeWQfkMATe3S5dxo4YjYi40ypdmmOr?usp=share_link,
276,Instrumentos e Projetos Territoriais,Zoneamentos,Zoneamento Ecológico-Econômico da Zona Costeira,Zoneamento,1201_CE_zeec_tabuleiro_sistemas_interiores_2021_pol,ZEEC Tabuleiros e Sistemas Interiores - polígono (SEMA_2022),Sim,SEMA,sub_zonas,Sim,,https://drive.google.com/drive/folders/1RqbpJA_s2HTX1VJN7LsHd-3FZrPc042c?usp=share_link,
277,Instrumentos e Projetos Territoriais,Plano Classificação Falésias,,,1207_CE_plano_class_falesias_2024_lin,Plano Classificação Falésias (SEMA_2024),Faltando,SEMA,tipologia,Sim,,,
278,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,Aves da Caatinga - 2º ciclo - área de abrangência,,1208_CE_aves_caa_2_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
279,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Aves da Caatinga - 2º ciclo - áreas estratégicas
",,1208_CE_aves_caa_a_est_2_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
280,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,Aves da Caatinga - 3º ciclo - áreas estratégicas,,1208_CE_caatinga_c3_areas_estrat_2021_pol,Planos de Ação Nacional (PAN/ICMBio_2021),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
281,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Aves Limícolas Migratórias - 2º ciclo - áreas estratégicas
",,1208_CE_aves_limicolas_2_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
282,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,Aves Marinhas - 1º ciclo - área de abrangência,,1208_CE_aves_mar_1_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
283,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Cetáceos Marinhos - 1º ciclo - área de abrangência
",,1208_CE_cetaceos_marinhos_1_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
284,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Corais - 1º ciclo - área de abrangência
",,1208_CE_corais_1_ciclo_2021_pol,Planos de Ação Nacional (PAN/ICMBio_2021),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
285,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Herpetofauna do Nordeste - 2º ciclo - áreas estratégicas
",,1208_CE_herpetofauna_2_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
286,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Canídeos - 1º ciclo - área de abrangência
",,1208_CE_pan_canideos_1_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
287,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Grandes Felinos - 1º ciclo - área de abrangência
",,1208_CE_pan_gfelinos_1_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
288,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Peixes e Eglas da Mata Atlântica - 1º ciclo - área de abrangência
",,1208_CE_pan_pema_1_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
289,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Peixes e Eglas da Mata Atlântica - 1º ciclo - áreas estratégicas
",,1208_CE_pan_pema_a_est_1_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
290,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,Pequenos Felinos - 2º ciclo - área de abrangência,,1208_CE_pan_pfelinos_2_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
291,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Peixe-boi Marinho - 1º ciclo - área de abrangência
",,1208_CE_peixeboi_marinho_a_est_1_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
292,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Pequenos Mamíferos de Áreas Abertas - 1º ciclo - área de abrangência
",,1208_CE_peq_mamiferos_a_a_1_ciclo_2024_pol,Planos de Ação Nacional (PAN/ICMBio_2024),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
293,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,Conservação dos Pequenos Mamíferos de Áreas Abertas - 1º ciclo,,1208_CE_pequenos_mamiferos_1_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
294,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,Insetos Polinizadores,,1208_CE_polinizadores_c1_areas_estrat_2021_pol,Planos de Ação Nacional (PAN/ICMBio_2021),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
295,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Primatas do Nordeste - 2º ciclo - área de abrangência",,1208_CE_prim_ne_2_ciclo_2022_pol,Planos de Ação Nacional (PAN/ICMBio_2022),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
296,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Tamanduá-bandeira e Tatus - 1º ciclo - área de abrangência",,1208_CE_ta_ta_1_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
297,Instrumentos e Projetos Territoriais,Plano de Ação Nacional,"Tartarugas Marinhas - 2º ciclo - TAMAR/ICMBio - área de abrangência
",,1208_CE_tamar_2_ciclo_2023_pol,Planos de Ação Nacional (PAN/ICMBio_2023),,PAN/ICMBio,Simbologia não categorizada por atributo,,,,
298,Recuperação Ambiental,Produção de mudas,,,1000_CE_mudas_viveiros_regionais_2021_pto,Unidades produção de mudas - viveiros regionais (SEMA_2021),Faltando,SEMA,viveiro,,,,
299,Recuperação Ambiental,Produção de mudas,,,1000_CE_mudas_viveiros_estaduais_2021_pto,Unidades produção de mudas - viveiros estaduais (SEMA_2021),Sim,SEMA,viveiro,,,https://drive.google.com/drive/folders/1H_uBVESEnbBDqo2ba-7MuNDiV3GREB1M?usp=share_link,https://drive.google.com/drive/folders/15IZqksQIFkZ8VQqxPYbcM_VHi4iG_3l8?usp=share_link
300,Recuperação Ambiental,Recuperação de danos ambientais,,,1001_CE_tcr_danos_ambientais_2024,Termos de Compromisso de Recuperação de Danos Ambientais (SEMACE_2024),,SEMACE,ativ_visto,Sim,,https://drive.google.com/drive/folders/1p7GuYyAmn2JHLt01LdbN1mcyXBWo5gTI?usp=share_link,https://drive.google.com/drive/folders/1aNR6jSmya5mEjEYFLWdMS_qO7OPWoREY?usp=share_link
301,Recuperação Ambiental,Reflorestamento,,,1002_CE_areas_florestamento_reflorestamento_2017_a_2024_pto,Áreas de Florestamento e Reflorestamento (SEMA_2017),Sim,SEMA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/1tnFdcQ-gKDWXmaHKbzFi6IExJa1r6uym?usp=share_link,https://drive.google.com/drive/folders/1Eis3XxSrdgPrGsosuMuNyAK0qhUnhKEP?usp=share_link
